Iteration,TX_Time,RX_Time,Delay,D_K,Delay_cc,T_K,Z12,Primal_Residual
11,"[[""1.727720025202085e9""], [""1.727720025202217e9""]]","[[""1.727720025295406e9""], [""1.72772002547044e9""]]","[[0.09332108497619629], [0.2682228088378906]]",0.2682228088378906,0.0029790401458740234,0.27120184898376465,"[0.015, 0.009165, 0.998955, 0.9969949999999999, -0.006624999999999999, 0.038245, 0.015, 0.00917, 0.015, 0.009165, 0.99742, 0.99452, -0.005035000000000001, 0.038325, 0.015, 0.00917, 0.015, 0.009165, 0.992635, 0.98778, 0.0030999999999999995, 0.04962, 0.015, 0.00917]","[[0.0, 4.999999999999796e-6, 0.0012650000000000716, 0.0009949999999998571, 0.011625, 0.0007449999999999957, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.0025800000000000267, 0.002529999999999921, 0.010034999999999999, 0.0008249999999999993, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.0009750000000000592, 0.0007899999999999574, 0.0119, 0.002120000000000004, 0.0, 0.0], [0.0, 4.999999999999796e-6, 0.0012650000000000716, 0.0009950000000001902, 0.011625, 0.0007450000000000026, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.0025800000000000267, 0.0025300000000000322, 0.010035000000000002, 0.0008249999999999993, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.0009749999999999481, 0.0007899999999999574, 0.0119, 0.002119999999999997, 0.0, 0.0]]"
12,"[[""1.727720025474392e9""], [""1.727720025474533e9""]]","[[""1.727720025557509e9""], [""1.727720025728826e9""]]","[[0.08311700820922852], [0.25429296493530273]]",0.25429296493530273,0.0027458667755126953,0.25703883171081543,"[0.015, 0.009165, 0.9989399999999999, 0.9970200000000001, -0.006585000000000001, 0.037364999999999995, 0.015, 0.00917, 0.015, 0.009165, 0.997865, 0.9951850000000001, -0.00555, 0.036745, 0.015, 0.00917, 0.015, 0.009165, 0.9915700000000001, 0.9866849999999999, 0.002929999999999998, 0.049305, 0.015, 0.00917]","[[0.0, 4.999999999999796e-6, 0.0010599999999999499, 0.0007500000000001394, 0.011584999999999998, 0.00013499999999999623, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.002134999999999998, 0.0018650000000001166, 0.01055, 0.0007549999999999987, 0.0, 0.0, 0.0, 4.999999999999796e-6, 4.0000000000040004e-5, 0.00011500000000008725, 0.012069999999999999, 0.001805000000000001, 0.0, 0.0], [0.0, 4.999999999999796e-6, 0.001060000000000061, 0.0007499999999999174, 0.011585000000000002, 0.00013500000000000317, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.002134999999999998, 0.0018649999999998945, 0.01055, 0.0007549999999999987, 0.0, 0.0, 0.0, 4.999999999999796e-6, 3.999999999992898e-5, 0.00011499999999997623, 0.01207, 0.001805000000000001, 0.0, 0.0]]"
13,"[[""1.727720025732725e9""], [""1.727720025732863e9""]]","[[""1.727720025816492e9""], [""1.727720025988268e9""]]","[[0.08376717567443848], [0.2554049491882324]]",0.2554049491882324,0.003262042999267578,0.2586669921875,"[0.015, 0.009165, 0.9987550000000001, 0.996745, -0.000565, 0.036595, 0.015, 0.00917, 0.015, 0.009165, 0.997435, 0.994845, -0.000939999999999999, 0.035780000000000006, 0.015, 0.00917, 0.015, 0.009165, 0.9906699999999999, 0.985595, 0.008924999999999999, 0.048560000000000006, 0.015, 0.00917]","[[0.0, 4.999999999999796e-6, 0.0012450000000000516, 0.0010249999999999426, 0.0055650000000000005, 0.000905000000000003, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.001354999999999995, 0.0009949999999999681, 0.005940000000000001, 0.0017200000000000062, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.0001100000000000545, 7.500000000004725e-5, 0.006074999999999999, 0.0010599999999999915, 0.0, 0.0], [0.0, 4.999999999999796e-6, 0.0012449999999999406, 0.0010250000000000536, 0.0055650000000000005, 0.0009049999999999961, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.001354999999999995, 0.0009949999999999681, 0.005939999999999999, 0.0017199999999999924, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.00010999999999994348, 7.500000000004725e-5, 0.0060750000000000005, 0.0010600000000000054, 0.0, 0.0]]"
14,"[[""1.72772002599273e9""], [""1.727720025992886e9""]]","[[""1.727720026081814e9""], [""1.727720026238744e9""]]","[[0.08908414840698242], [0.24585795402526855]]",0.24585795402526855,0.002641916275024414,0.24849987030029297,"[0.015, 0.009165, 0.998575, 0.996475, 0.0053100000000000005, 0.036234999999999996, 0.015, 0.00917, 0.015, 0.009165, 0.99648, 0.9938099999999999, 0.004005, 0.035914999999999996, 0.015, 0.00917, 0.015, 0.009165, 0.9899000000000001, 0.9846650000000001, 0.01508, 0.047909999999999994, 0.015, 0.00917]","[[0.0, 4.999999999999796e-6, 0.0014250000000000096, 0.0012950000000000461, 0.0003099999999999995, 0.0012649999999999953, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.0007400000000000739, 0.00045999999999990493, 0.0009949999999999998, 0.0015849999999999961, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.00023999999999990695, 4.4999999999850715e-5, 8.000000000000021e-5, 0.0004100000000000076, 0.0, 0.0], [0.0, 4.999999999999796e-6, 0.0014250000000000096, 0.0012950000000000461, 0.0003100000000000004, 0.0012650000000000022, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.0007399999999999629, 0.000460000000000127, 0.0009950000000000002, 0.001585000000000003, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.000240000000000129, 4.500000000007276e-5, 8.000000000000021e-5, 0.0004099999999999937, 0.0, 0.0]]"
15,"[[""1.727720026242547e9""], [""1.727720026242701e9""]]","[[""1.727720026335672e9""], [""1.727720026488189e9""]]","[[0.0931248664855957], [0.24548792839050293]]",0.24548792839050293,0.0027070045471191406,0.24819493293762207,"[0.015, 0.009165, 0.998535, 0.9964200000000001, 0.008084999999999998, 0.03622, 0.015, 0.00917, 0.015, 0.009165, 0.99535, 0.9925100000000001, 0.006699999999999999, 0.03676, 0.015, 0.00917, 0.015, 0.009165, 0.9894099999999999, 0.9841149999999999, 0.018334999999999997, 0.047670000000000004, 0.015, 0.00917]","[[0.0, 4.999999999999796e-6, 0.0014649999999999386, 0.0013500000000000734, 0.003085000000000001, 0.0012800000000000034, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.00027999999999994696, 0.0001700000000001145, 0.0017000000000000001, 0.0007399999999999976, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.000460000000000127, 0.00019500000000016726, 0.003335000000000001, 0.00016999999999999654, 0.0, 0.0], [0.0, 4.999999999999796e-6, 0.0014650000000000496, 0.0013499999999999623, 0.0030849999999999983, 0.0012799999999999964, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.000280000000000058, 0.00016999999999989246, 0.0016999999999999993, 0.0007399999999999976, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.00045999999999990493, 0.0001949999999998342, 0.0033349999999999977, 0.00017000000000000348, 0.0, 0.0]]"
16,"[[""1.727720026492073e9""], [""1.727720026492199e9""]]","[[""1.727720026585564e9""], [""1.727720026738453e9""]]","[[0.0934908390045166], [0.24625396728515625]]",0.24625396728515625,0.003717184066772461,0.2499711513519287,"[0.015, 0.009165, 0.9986200000000001, 0.996545, 0.007855000000000001, 0.03637, 0.015, 0.00917, 0.015, 0.009165, 0.994305, 0.9913000000000001, 0.006964999999999999, 0.037735, 0.015, 0.00917, 0.015, 0.009165, 0.98934, 0.9840500000000001, 0.018570000000000003, 0.047779999999999996, 0.015, 0.00917]","[[0.0, 4.999999999999796e-6, 0.0013800000000000479, 0.0012250000000000316, 0.002855, 0.001129999999999999, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.00011499999999997623, 5.999999999994898e-5, 0.0019650000000000015, 0.0002349999999999991, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.0005800000000000249, 0.00032999999999994145, 0.003569999999999997, 0.00028000000000000247, 0.0, 0.0], [0.0, 4.999999999999796e-6, 0.0013799999999999368, 0.0012250000000000316, 0.0028550000000000008, 0.001129999999999999, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.00011499999999997623, 6.0000000000060005e-5, 0.001964999999999999, 0.0002349999999999991, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.0005800000000000249, 0.0003300000000000525, 0.0035700000000000037, 0.00027999999999999553, 0.0, 0.0]]"
17,"[[""1.727720026744137e9""], [""1.727720026744343e9""]]","[[""1.727720026834736e9""], [""1.7277200269981e9""]]","[[0.09059906005859375], [0.2537569999694824]]",0.2537569999694824,0.0028009414672851562,0.2565579414367676,"[0.015, 0.009165, 0.998745, 0.9967300000000001, 0.006165, 0.03653, 0.015, 0.00917, 0.015, 0.009165, 0.9935600000000001, 0.9904449999999999, 0.005945000000000001, 0.03845, 0.015, 0.00917, 0.015, 0.009165, 0.98966, 0.9844350000000002, 0.017209999999999996, 0.04793, 0.015, 0.00917]","[[0.0, 4.999999999999796e-6, 0.0012550000000000061, 0.001040000000000152, 0.0011649999999999994, 0.0009699999999999986, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.00040999999999991044, 0.00024500000000005073, 0.0009449999999999997, 0.0009499999999999995, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.0005100000000000104, 0.0003249999999997977, 0.0022100000000000036, 0.0004299999999999998, 0.0, 0.0], [0.0, 4.999999999999796e-6, 0.0012550000000000061, 0.0010399999999999299, 0.0011650000000000002, 0.0009699999999999986, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.0004100000000001325, 0.0002449999999999397, 0.0009450000000000005, 0.0009499999999999995, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.0005100000000000104, 0.00032500000000013074, 0.0022099999999999967, 0.0004299999999999998, 0.0, 0.0]]"
18,"[[""1.727720027002325e9""], [""1.727720027002462e9""]]","[[""1.727720027091403e9""], [""1.727720027248239e9""]]","[[0.08907794952392578], [0.24577713012695312]]",0.24577713012695312,0.002724885940551758,0.24850201606750488,"[0.015, 0.009165, 0.99882, 0.99684, 0.004515, 0.036645, 0.015, 0.00917, 0.015, 0.009165, 0.993215, 0.9900450000000001, 0.00487, 0.03874999999999999, 0.015, 0.00917, 0.015, 0.009165, 0.990215, 0.9850699999999999, 0.015710000000000002, 0.04789, 0.015, 0.00917]","[[0.0, 4.999999999999796e-6, 0.0011800000000000699, 0.0009299999999999864, 0.0004850000000000002, 0.0008549999999999947, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.0005350000000000632, 0.0003249999999999087, 0.0001299999999999999, 0.001250000000000008, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.0002950000000000452, 0.0001900000000001345, 0.0007099999999999988, 0.00039000000000000146, 0.0, 0.0], [0.0, 4.999999999999796e-6, 0.0011799999999999589, 0.0009300000000000974, 0.0004850000000000002, 0.0008550000000000016, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.0005349999999999522, 0.0003250000000000197, 0.0001299999999999999, 0.0012499999999999942, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.0002949999999999342, 0.00018999999999991246, 0.0007100000000000023, 0.00039000000000000146, 0.0, 0.0]]"
19,"[[""1.727720027252525e9""], [""1.727720027252641e9""]]","[[""1.727720027330754e9""], [""1.72772002748835e9""]]","[[0.07822895050048828], [0.23570895195007324]]",0.23570895195007324,0.009662151336669922,0.24537110328674316,"[0.015, 0.009165, 0.998815, 0.9968349999999999, 0.0036749999999999994, 0.03671, 0.015, 0.00917, 0.015, 0.009165, 0.9932399999999999, 0.9900599999999999, 0.00434, 0.038680000000000006, 0.015, 0.00917, 0.015, 0.009165, 0.9907850000000001, 0.985725, 0.014839999999999997, 0.047635, 0.015, 0.00917]","[[0.0, 4.999999999999796e-6, 0.0011849999999999916, 0.0009349999999999081, 0.0013249999999999994, 0.000789999999999999, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.000500000000000056, 0.000280000000000058, 0.00066, 0.0011799999999999936, 0.0, 0.0, 0.0, 4.999999999999796e-6, 3.4999999999896225e-5, 1.4999999999987246e-5, 0.00015999999999999695, 0.00013500000000000317, 0.0, 0.0], [0.0, 4.999999999999796e-6, 0.0011849999999999916, 0.0009350000000001302, 0.0013250000000000007, 0.000789999999999999, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.0004999999999999449, 0.00027999999999994696, 0.00066, 0.0011800000000000074, 0.0, 0.0, 0.0, 4.999999999999796e-6, 3.500000000011827e-5, 1.4999999999987246e-5, 0.00016000000000000215, 0.00013499999999999623, 0.0, 0.0]]"
20,"[[""1.727720027499431e9""], [""1.727720027499562e9""]]","[[""1.727720027595848e9""], [""1.727720027738211e9""]]","[[0.09641718864440918], [0.2386488914489746]]",0.2386488914489746,0.002601146697998047,0.24125003814697266,"[0.015, 0.009165, 0.998535, 0.9965250000000001, 0.003665, 0.036754999999999996, 0.015, 0.00917, 0.015, 0.009165, 0.9935050000000001, 0.9903549999999999, 0.004365000000000001, 0.038389999999999994, 0.015, 0.00917, 0.015, 0.009165, 0.9912150000000001, 0.986205, 0.014670000000000002, 0.047305, 0.015, 0.00917]","[[0.0, 4.999999999999796e-6, 0.0010449999999999626, 0.0008350000000001412, 0.0013349999999999998, 0.0007449999999999957, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.0003549999999998832, 0.00016500000000008175, 0.000635000000000001, 0.0008900000000000088, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.00017500000000003624, 0.00014499999999995072, 0.00033000000000000217, 0.00019500000000000073, 0.0, 0.0], [0.0, 4.999999999999796e-6, 0.0010450000000000736, 0.0008349999999999191, 0.0013350000000000002, 0.0007450000000000026, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.00035500000000010523, 0.0001649999999998597, 0.0006349999999999993, 0.000889999999999995, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.00017499999999992522, 0.00014499999999995072, 0.00032999999999999696, 0.00019500000000000073, 0.0, 0.0]]"
21,"[[""1.727720027742319e9""], [""1.727720027742453e9""]]","[[""1.727720027855789e9""], [""1.727720027978257e9""]]","[[0.11346983909606934], [0.23580384254455566]]",0.23580384254455566,0.0028929710388183594,0.23869681358337402,"[0.015, 0.009165, 0.997795, 0.9957149999999999, 0.00413, 0.036875000000000005, 0.015, 0.00917, 0.015, 0.009165, 0.9938849999999999, 0.9907900000000001, 0.004674999999999999, 0.03801500000000001, 0.015, 0.00917, 0.015, 0.009165, 0.9914149999999999, 0.986435, 0.014855, 0.04707000000000001, 0.015, 0.00917]","[[0.0, 4.999999999999796e-6, 0.0005549999999999722, 0.0004049999999998777, 0.0008700000000000001, 0.0006250000000000075, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.00019500000000005624, 5.999999999994898e-5, 0.0003249999999999989, 0.0005149999999999946, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.0002749999999999142, 0.00021499999999996522, 0.0001449999999999993, 0.00043000000000000677, 0.0, 0.0], [0.0, 4.999999999999796e-6, 0.0005549999999999722, 0.0004050000000000997, 0.0008700000000000001, 0.0006249999999999936, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.00019499999999994522, 6.0000000000060005e-5, 0.0003250000000000015, 0.0005150000000000085, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.0002750000000000252, 0.00021500000000007624, 0.0001449999999999993, 0.0004299999999999929, 0.0, 0.0]]"
22,"[[""1.727720027982871e9""], [""1.727720027983011e9""]]","[[""1.727720028062823e9""], [""1.727720028218328e9""]]","[[0.07995200157165527], [0.23531699180603027]]",0.23531699180603027,0.005196094512939453,0.24051308631896973,"[0.015, 0.009165, 0.99696, 0.994785, 0.004725000000000001, 0.03723, 0.015, 0.00917, 0.015, 0.009165, 0.9943, 0.991285, 0.00503, 0.037634999999999995, 0.015, 0.00917, 0.015, 0.009165, 0.9914149999999999, 0.98644, 0.015014999999999997, 0.047029999999999995, 0.015, 0.00917]","[[0.0, 4.999999999999796e-6, 0.00012999999999996348, 7.500000000004725e-5, 0.00027500000000000094, 0.0002699999999999994, 0.0, 0.0, 0.0, 4.999999999999796e-6, 8.000000000008001e-5, 1.4999999999987246e-5, 3.0000000000000512e-5, 0.00013500000000000317, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.00023499999999998522, 0.00017000000000000348, 1.5000000000002858e-5, 0.0004699999999999982, 0.0, 0.0], [0.0, 4.999999999999796e-6, 0.0001300000000000745, 7.499999999993623e-5, 0.0002749999999999992, 0.0002699999999999994, 0.0, 0.0, 0.0, 4.999999999999796e-6, 7.999999999996898e-5, 1.4999999999987246e-5, 2.9999999999999645e-5, 0.00013499999999999623, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.00023500000000009624, 0.00017000000000000348, 1.4999999999997654e-5, 0.00047000000000000514, 0.0, 0.0]]"
23,"[[""1.727720028227116e9""], [""1.727720028227494e9""]]","[[""1.72772002831545e9""], [""1.727720028468216e9""]]","[[0.0883338451385498], [0.2407219409942627]]",0.2407219409942627,0.002733945846557617,0.2434558868408203,"[0.015, 0.009165, 0.9962700000000001, 0.9939899999999999, 0.005175, 0.037654999999999994, 0.015, 0.00917, 0.015, 0.009165, 0.9946950000000001, 0.99176, 0.005255000000000001, 0.037335, 0.015, 0.00917, 0.015, 0.009165, 0.9913000000000001, 0.9863250000000001, 0.015015000000000002, 0.04716, 0.015, 0.00917]","[[0.0, 4.999999999999796e-6, 0.00015999999999993797, 0.0001100000000000545, 0.0001749999999999998, 0.0001550000000000093, 0.0, 0.0, 0.0, 4.999999999999796e-6, 2.5000000000052758e-5, 9.99999999995449e-6, 0.00025499999999999915, 0.00016499999999999848, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.0001500000000000945, 9.500000000006725e-5, 1.4999999999997654e-5, 0.00034, 0.0, 0.0], [0.0, 4.999999999999796e-6, 0.000160000000000049, 0.00010999999999994348, 0.0001749999999999998, 0.00015499999999999542, 0.0, 0.0, 0.0, 4.999999999999796e-6, 2.4999999999941735e-5, 1.0000000000065512e-5, 0.0002550000000000009, 0.00016499999999999848, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.00014999999999998348, 9.499999999984521e-5, 1.5000000000002858e-5, 0.00034, 0.0, 0.0]]"
24,"[[""1.727720028472787e9""], [""1.727720028472901e9""]]","[[""1.727720028566281e9""], [""1.727720028708332e9""]]","[[0.09349417686462402], [0.23543095588684082]]",0.23543095588684082,0.0028579235076904297,0.23828887939453125,"[0.015, 0.009165, 0.995825, 0.993475, 0.005390000000000001, 0.03798000000000001, 0.015, 0.00917, 0.015, 0.009165, 0.99502, 0.992135, 0.005295, 0.037145000000000004, 0.015, 0.00917, 0.015, 0.009165, 0.9911549999999999, 0.9861549999999999, 0.014909999999999996, 0.047369999999999995, 0.015, 0.00917]","[[0.0, 4.999999999999796e-6, 0.0003250000000000197, 0.00020500000000001073, 0.0003899999999999997, 0.0004799999999999943, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.00012000000000000899, 5.500000000002725e-5, 0.0002950000000000001, 0.00035500000000000115, 0.0, 0.0, 0.0, 4.999999999999796e-6, 6.499999999987072e-5, 2.4999999999941735e-5, 8.999999999999633e-5, 0.00012999999999999817, 0.0, 0.0], [0.0, 4.999999999999796e-6, 0.0003249999999999087, 0.00020500000000001073, 0.0003900000000000006, 0.0004800000000000082, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.00012000000000000899, 5.500000000002725e-5, 0.0002950000000000001, 0.0003549999999999942, 0.0, 0.0, 0.0, 4.999999999999796e-6, 6.500000000009276e-5, 2.5000000000052758e-5, 9.000000000000327e-5, 0.0001300000000000051, 0.0, 0.0]]"
25,"[[""1.727720028713048e9""], [""1.727720028713175e9""]]","[[""1.727720028805722e9""], [""1.727720028958595e9""]]","[[0.09267401695251465], [0.24541997909545898]]",0.24541997909545898,0.005017995834350586,0.25043797492980957,"[0.015, 0.009165, 0.995665, 0.99329, 0.0054199999999999995, 0.038114999999999996, 0.015, 0.00917, 0.015, 0.009165, 0.9952149999999998, 0.9923600000000001, 0.00521, 0.037059999999999996, 0.015, 0.00917, 0.015, 0.009165, 0.9910050000000001, 0.9859900000000001, 0.014790000000000001, 0.047560000000000005, 0.015, 0.00917]","[[0.0, 4.999999999999796e-6, 0.0003849999999999687, 0.00024000000000001798, 0.00042000000000000023, 0.0006150000000000044, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.0001849999999998797, 9.000000000014552e-5, 0.00021000000000000012, 0.00043999999999999595, 0.0, 0.0, 0.0, 4.999999999999796e-6, 5.000000000143778e-6, 1.999999999990898e-5, 0.00021000000000000185, 5.9999999999997555e-5, 0.0, 0.0], [0.0, 4.999999999999796e-6, 0.0003849999999999687, 0.00024000000000001798, 0.00041999999999999937, 0.0006149999999999975, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.00018500000000010175, 8.999999999992347e-5, 0.00021000000000000012, 0.0004400000000000029, 0.0, 0.0, 0.0, 4.999999999999796e-6, 4.999999999810711e-6, 2.0000000000131024e-5, 0.00020999999999999838, 6.0000000000004494e-5, 0.0, 0.0]]"
26,"[[""1.727720028967632e9""], [""1.727720028967881e9""]]","[[""1.727720029050784e9""], [""1.727720029208268e9""]]","[[0.08315205574035645], [0.240386962890625]]",0.240386962890625,0.005484104156494141,0.24587106704711914,"[0.015, 0.009165, 0.99577, 0.99341, 0.005345, 0.038060000000000004, 0.015, 0.00917, 0.015, 0.009165, 0.99526, 0.9924149999999998, 0.0050799999999999994, 0.03706, 0.015, 0.00917, 0.015, 0.009165, 0.9909, 0.985865, 0.014734999999999998, 0.047665, 0.015, 0.00917]","[[0.0, 4.999999999999796e-6, 0.00034000000000000696, 0.00020999999999993246, 0.0003449999999999998, 0.000559999999999998, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.00021000000000004349, 0.0001049999999997997, 8.000000000000021e-5, 0.0004400000000000029, 0.0, 0.0, 0.0, 4.999999999999796e-6, 2.999999999997449e-5, 3.500000000000725e-5, 0.0002649999999999979, 0.00016499999999999848, 0.0, 0.0], [0.0, 4.999999999999796e-6, 0.00034000000000000696, 0.00021000000000004349, 0.0003449999999999998, 0.0005600000000000049, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.00020999999999993246, 0.00010500000000013276, 7.999999999999934e-5, 0.00043999999999999595, 0.0, 0.0, 0.0, 4.999999999999796e-6, 2.999999999997449e-5, 3.500000000000725e-5, 0.00026500000000000135, 0.00016499999999999848, 0.0, 0.0]]"
27,"[[""1.727720029217869e9""], [""1.727720029218195e9""]]","[[""1.727720029305544e9""], [""1.72772002945047e9""]]","[[0.08767485618591309], [0.23227500915527344]]",0.23227500915527344,0.002785921096801758,0.2350609302520752,"[0.015, 0.009165, 0.99604, 0.99373, 0.00523, 0.03788, 0.015, 0.00917, 0.015, 0.009165, 0.9951800000000001, 0.9923100000000001, 0.004975, 0.037134999999999994, 0.015, 0.00917, 0.015, 0.009165, 0.99083, 0.9857799999999999, 0.014770000000000002, 0.047685000000000005, 0.015, 0.00917]","[[0.0, 4.999999999999796e-6, 0.00022999999999995246, 0.000140000000000029, 0.0002299999999999993, 0.00038000000000000533, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.00019000000000002348, 0.00010000000000010001, 2.499999999999985e-5, 0.00036499999999999727, 0.0, 0.0, 0.0, 4.999999999999796e-6, 4.999999999999449e-5, 4.0000000000151026e-5, 0.00023000000000000104, 0.00018499999999999767, 0.0, 0.0], [0.0, 4.999999999999796e-6, 0.0002300000000000635, 0.000140000000000029, 0.00023000000000000017, 0.0003799999999999984, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.00018999999999991246, 9.999999999987796e-5, 2.499999999999985e-5, 0.0003650000000000042, 0.0, 0.0, 0.0, 4.999999999999796e-6, 4.999999999999449e-5, 3.999999999992898e-5, 0.00022999999999999757, 0.0001850000000000046, 0.0, 0.0]]"
28,"[[""1.727720029455413e9""], [""1.727720029455538e9""]]","[[""1.727720029537975e9""], [""1.727720029708419e9""]]","[[0.08256196975708008], [0.2528810501098633]]",0.2528810501098633,0.002749919891357422,0.2556309700012207,"[0.015, 0.009165, 0.996385, 0.99412, 0.005115, 0.037645, 0.015, 0.00917, 0.015, 0.009165, 0.994995, 0.9921, 0.00492, 0.03726, 0.015, 0.00917, 0.015, 0.009165, 0.990795, 0.98574, 0.014875, 0.04765, 0.015, 0.00917]","[[0.0, 4.999999999999796e-6, 9.500000000006725e-5, 4.999999999999449e-5, 0.00011500000000000052, 0.0001449999999999993, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.00013499999999999623, 7.999999999996898e-5, 8.000000000000021e-5, 0.0002400000000000041, 0.0, 0.0, 0.0, 4.999999999999796e-6, 4.500000000007276e-5, 3.0000000000085514e-5, 0.0001250000000000001, 0.0001500000000000043, 0.0, 0.0], [0.0, 4.999999999999796e-6, 9.499999999995623e-5, 4.999999999999449e-5, 0.00011499999999999965, 0.0001449999999999993, 0.0, 0.0, 0.0, 4.999999999999796e-6, 0.00013499999999999623, 7.999999999996898e-5, 8.000000000000021e-5, 0.00023999999999999716, 0.0, 0.0, 0.0, 4.999999999999796e-6, 4.499999999996174e-5, 2.999999999997449e-5, 0.0001250000000000001, 0.00014999999999999736, 0.0, 0.0]]"
29,"[[""1.727720029713147e9""], [""1.727720029713281e9""]]","[[""1.727720029790662e9""], [""1.727720029948599e9""]]","[[0.0775151252746582], [0.23531818389892578]]",0.23531818389892578,0.002769947052001953,0.23808813095092773,"[0.015, 0.009165, 0.9966999999999999, 0.99448, 0.005015, 0.03743, 0.015, 0.00917, 0.015, 0.009165, 0.994765, 0.991835, 0.004905, 0.037419999999999995, 0.015, 0.00917, 0.015, 0.009165, 0.9907900000000001, 0.98573, 0.014995, 0.04759, 0.015, 0.00917]","[[0.0, 4.999999999999796e-6, 2.999999999997449e-5, 2.0000000000020002e-5, 1.4999999999999389e-5, 7.000000000000062e-5, 0.0, 0.0, 0.0, 4.999999999999796e-6, 5.500000000002725e-5, 3.500000000000725e-5, 9.49999999999996e-5, 7.999999999999674e-5, 0.0, 0.0, 0.0, 4.999999999999796e-6, 3.999999999992898e-5, 2.0000000000020002e-5, 4.999999999999796e-6, 8.99999999999998e-5, 0.0, 0.0], [0.0, 4.999999999999796e-6, 3.0000000000085514e-5, 2.0000000000020002e-5, 1.5000000000000256e-5, 7.000000000000062e-5, 0.0, 0.0, 0.0, 4.999999999999796e-6, 5.500000000002725e-5, 3.500000000000725e-5, 9.500000000000047e-5, 8.000000000000368e-5, 0.0, 0.0, 0.0, 4.999999999999796e-6, 4.0000000000040004e-5, 2.0000000000020002e-5, 4.999999999999796e-6, 8.99999999999998e-5, 0.0, 0.0]]"
