vdista,vdistb,vdistc
0.9998800326585093,0.9999531952156595,0.9999645645168512
0.999955013789222,NaN,NaN
6.95194093153773e-310,-0.5555702330196022,0.0
1.0940449301727e-311,3.99e-321,6.9519423067651e-310
1.0940449304573e-311,1.467197e-318,1.0948549083253e-311
1.0940449303545e-311,6.9519708965473e-310,5.0e-324
1.467197e-318,1.149e-320,2.76236e-318
6.9519423068671e-310,1.149e-320,5.0e-324
1.094854907183e-311,2.0e-323,2.0e-323
2.5e-323,0.0,0.0
2.782597e-318,0.0,6.4758e-319
2.5e-323,5.55366086e-315,3.32e-321
0.999955013789222,NaN,NaN
1.0940687893617e-311,1.265e-321,4.0e-321
1.094068789433e-311,6.95194566953794e-310,0.0
1.0940687894565e-311,NaN,6.9519423067651e-310
1.09406878948e-311,0.0,1.0948549083727e-311
1.0940687895277e-311,6.9519423067651e-310,5.0e-324
NaN,1.0003162646958517,NaN
0.999999999768982,1.0005340431443834,0.998741360989395
1.002188249999039,1.0015794551296953,0.9995682571182046
0.999955013789222,NaN,NaN
0.9999999997286074,1.0000000001798628,1.0000000001565235
NaN,NaN,0.9977532083398102
1.0,1.0,1.0
0.999999999864325,1.0000000000899207,1.0000000000782368
1.0001443990157928,0.994176707402739,0.9987660690630025
0.9999999995972364,1.000534043238126,0.9987413611211259
NaN,NaN,0.9977532083398102
1.0003246448537908,1.0001516805875061,1.000000000549873
1.0003246447064116,1.0001516807103439,1.0000000007019103
NaN,NaN,0.9972917353678684
1.0021882499711858,1.0015794551458221,0.999568257139218
1.0015318570975489,NaN,NaN
2.0e-323,2.0e-323,1.295163e-318
NaN,0.9999531952156595,NaN
1.000677902675236,NaN,NaN
1.0007595945181806,1.0042285733636112,0.9989020222112478
NaN,1.0063759774704857,NaN
0.9997734815299093,1.0029651339419627,0.9993598340765847
NaN,NaN,0.9986357331913532
0.9985844978107408,1.0015904375422668,1.000043156924687
0.9975618427496022,0.997418143716979,1.003864109465301
0.9985840663355479,NaN,1.000043156924687
0.9981252225165557,NaN,1.0000000008256198
0.9979449047237314,NaN,0.9999830461342746
0.9981100312193368,1.0003991394132645,1.0006042098714514
0.9976256494521296,0.9988673913697238,1.0017397625585553
NaN,NaN,1.0000000002147413
0.9975917353780738,0.9976798805141205,1.003749019831856
4.0e-323,-0.5555702330196022,1.467197e-318
NaN,NaN,1.0000000008256198
NaN,NaN,1.0000000008256198
0.9979449047237314,NaN,NaN
NaN,NaN,0.998148586790469
1.0009138228391952,1.0004241897004196,0.9996896567013898
1.0008737842405324,0.9999999998333087,NaN
1.0008737842405324,NaN,NaN
NaN,0.9996711388587228,NaN
NaN,0.9996711388587228,NaN
NaN,NaN,1.0000000002147413
1.000550295163552,0.9984114741835474,0.999681617203624
NaN,NaN,0.999681617203624
1.0000422422224113,0.9964321024062832,1.0000000000212614
NaN,0.9951097805547441,NaN
0.9997410800598743,0.9955993768497334,0.9999030839805828
0.9992147142031333,NaN,NaN
6.9519423067651e-310,5.0e-324,0.0
0.9984246451090827,NaN,NaN
0.9994221942017167,0.9944466630970769,1.0004027808744114
0.9992262403168964,0.9945424035610445,1.000384292280209
0.9997111387350093,0.9943386896142618,0.9997484176898597
NaN,NaN,1.0008297034960993
0.9999999997793619,0.9942307044055234,0.9990936259257692
1.0001443990157928,0.994176707402739,0.9987660690630025
1.0004895215570346,1.0002853291744898,0.9993550068181186
1.001444322221521,1.000323224899699,1.0000000010509218
1.0020673976248717,1.0005094740017437,1.0003235956109464
1.0016491953866598,1.0003577319395018,1.0004641889784411
1.0015902384578914,0.9999999997797349,1.0006386506182352
1.0015648537231765,1.0002243532017756,1.0002390386793731
NaN,0.999999998849836,NaN
NaN,0.999999998849836,NaN
NaN,NaN,1.002123904080915
1.0003246450011665,1.0001516804646666,1.0000000004021474
0.9997420793898577,0.9999999998203309,0.9999999977576557
0.9997420793855479,0.9999999998273706,0.9999999977576557
0.9997420793855479,0.9999999998238508,0.9999999977576557
1.0002664843859597,0.9997190791733472,1.0000730495200378
1.000225769943081,0.9994161468537742,1.0001241807279428
1.0000000007291852,0.9996798646960562,1.0000681007826855
0.9997257838534499,1.0000000000062683,0.9999999994782415
0.9997257838534499,1.0000000000062683,0.9999999994782415
1.1487e-320,5.0e-324,6.9519582979855e-310
2.0e-323,2.0e-323,8.0e-323
0.0,6.9519582979855e-310,2.65e-321
0.9999250220116167,1.0001710527194048,0.999506038619812
6.9519259473899e-310,3.315e-321,3.33e-321
0.9807852804032304,-0.5555702330196022,1.094856501501e-311
2.53e-321,3.997e-321,6.9519388706824e-310
6.95194566953794e-310,1.094856501501e-311,1.0948549087047e-311
NaN,6.9519423067651e-310,5.0e-324
0.0,1.0948549081355e-311,1.0573815e-317
6.9519423067651e-310,0.0,5.0e-324
1.0948549075664e-311,2.76236e-318,5.0e-324
5.0e-324,0.0,8.45e-322
2.76236e-318,2.0e-323,5.0e-324
0.999955013789222,1.0003162646958517,0.9992002377916402
2.0e-323,0.8314696123025452,1.0945336425185e-311
8.25e-322,2.64e-321,1.09453364255e-311
1.6e-322,-0.5555702330196022,0.0
3.305e-321,3.32e-321,6.9519423067651e-310
-0.5555702330196022,6.95194566953794e-310,1.094854908752e-311
3.987e-321,6.9519423067651e-310,5.0e-324
0.0,1.094854908183e-311,2.76236e-318
6.9519423067651e-310,5.0e-324,5.0e-324
1.094854907614e-311,2.76236e-318,2.0e-323
5.0e-324,5.0e-324,5.55366086e-315
0.999955013789222,NaN,NaN
5.0e-324,1.093383198433e-311,1.265e-321
2.0e-323,1.61895e-319,6.95194566953794e-310
5.55366086e-315,1.265e-321,NaN
8.0e-323,6.95194566953794e-310,0.0
1.265e-321,NaN,6.9519708965473e-310
6.95194566953794e-310,0.0,1.151e-320
NaN,6.9519423067651e-310,1.151e-320
0.0,1.0948549082304e-311,2.0e-323
6.9519423067651e-310,5.0e-324,0.0
1.094854907661e-311,2.76236e-318,0.0
0.999955013789222,NaN,NaN
